timestamp,symbol,action,strength,composite,ema,imbalance,momentum,bayesian,large_orders,frequency,vol_confirm,ohara_score,mtf_convergence,mtf_score,reason,accepted
2025-12-16 20:16:01,STRKUSDT,HOLD,0,-0.160,-0.090,-5.4,-17.4,NEUTRAL,STRONG_SELL,NORMAL,NEUTRAL,5,0.30,0.000,no_mtf_confirmation,NO
2025-12-16 20:16:05,BTCUSDT,HOLD,0,0.259,0.217,-18.7,105.6,BEARISH,NEUTRAL,NORMAL,NEUTRAL,5,0.65,0.000,no_mtf_confirmation,NO
2025-12-16 20:16:06,ETHUSDT,HOLD,0,-0.041,-0.103,0.6,-5.0,BULLISH,STRONG_SELL,NORMAL,NEUTRAL,7,0.30,0.000,no_mtf_confirmation,NO
2025-12-16 20:16:06,BNBUSDT,HOLD,0,0.006,0.008,3.2,-24.3,BULLISH,STRONG_SELL,NORMAL,NEUTRAL,9,1.00,0.000,no_mtf_confirmation,NO
2025-12-16 20:16:07,SOLUSDT,HOLD,0,0.404,0.259,-3.2,31.4,NEUTRAL,STRONG_BUY,NORMAL,NEUTRAL,5,0.30,0.000,no_mtf_confirmation,NO
2025-12-16 20:16:07,ADAUSDT,HOLD,0,0.120,0.022,5.1,22.8,BULLISH,NEUTRAL,NORMAL,NEUTRAL,4,0.30,0.000,no_mtf_confirmation,NO
2025-12-16 20:16:07,DOGEUSDT,HOLD,0,0.531,0.529,9.4,34.2,BULLISH,STRONG_BUY,NORMAL,NEUTRAL,9,1.00,0.000,no_mtf_confirmation,NO
2025-12-16 20:16:08,AVAXUSDT,HOLD,0,0.169,0.245,7.9,23.0,NEUTRAL,STRONG_BUY,NORMAL,NEUTRAL,5,0.30,0.000,no_mtf_confirmation,NO
2025-12-16 20:16:08,TRXUSDT,HOLD,0,0.067,0.069,5.2,15.1,NEUTRAL,STRONG_BUY,VERY_LOW,NEUTRAL,3,0.30,0.000,no_mtf_confirmation,NO
2025-12-16 20:16:09,AAVEUSDT,HOLD,0,0.078,0.117,5.7,3.5,BEARISH,STRONG_BUY,NORMAL,NEUTRAL,7,0.30,0.000,no_mtf_confirmation,NO
2025-12-16 20:16:10,STRKUSDT,HOLD,0,-0.215,-0.137,-5.1,-14.7,BEARISH,STRONG_SELL,NORMAL,NEUTRAL,7,0.30,0.000,no_mtf_confirmation,NO
2025-12-16 20:16:14,BTCUSDT,HOLD,0,0.164,0.177,39.6,14.1,BEARISH,MEDIUM_SELL,NORMAL,NEUTRAL,7,0.65,0.000,no_mtf_confirmation,NO
2025-12-16 20:16:15,ETHUSDT,HOLD,0,-0.110,-0.106,-2.7,-6.8,BULLISH,STRONG_SELL,NORMAL,NEUTRAL,7,0.30,0.000,no_mtf_confirmation,NO
2025-12-16 20:16:16,BNBUSDT,HOLD,0,-0.010,-0.005,3.7,-11.3,NEUTRAL,MEDIUM_SELL,NORMAL,NEUTRAL,5,0.65,0.000,no_mtf_confirmation,NO
2025-12-16 20:16:16,SOLUSDT,HOLD,0,0.074,0.190,-5.7,-6.9,BULLISH,MEDIUM_BUY,NORMAL,NEUTRAL,6,0.30,0.000,no_mtf_confirmation,NO
2025-12-16 20:16:16,ADAUSDT,HOLD,0,0.065,0.038,6.0,13.8,BULLISH,STRONG_SELL,NORMAL,NEUTRAL,7,0.30,0.000,no_mtf_confirmation,NO
2025-12-16 20:16:16,DOGEUSDT,HOLD,0,0.450,0.458,5.8,23.9,BULLISH,STRONG_BUY,NORMAL,NEUTRAL,9,1.00,0.000,no_mtf_confirmation,NO
2025-12-16 20:16:18,AVAXUSDT,HOLD,0,0.058,0.175,5.0,18.1,BEARISH,STRONG_BUY,NORMAL,NEUTRAL,7,0.30,0.000,no_mtf_confirmation,NO
2025-12-16 20:16:18,TRXUSDT,HOLD,0,0.133,0.093,3.3,16.8,BULLISH,STRONG_BUY,NORMAL,NEUTRAL,7,0.30,0.000,no_mtf_confirmation,NO
2025-12-16 20:16:18,AAVEUSDT,HOLD,0,-0.062,0.050,2.8,-4.3,BEARISH,STRONG_SELL,NORMAL,NEUTRAL,7,0.30,0.000,no_mtf_confirmation,NO
2025-12-16 20:16:20,STRKUSDT,HOLD,0,0.075,0.054,-4.9,-12.0,BEARISH,STRONG_SELL,NORMAL,NEUTRAL,9,1.00,0.000,no_mtf_confirmation,NO
2025-12-16 20:16:23,BTCUSDT,HOLD,0,-0.107,0.071,6.5,0.9,NEUTRAL,STRONG_SELL,NORMAL,NEUTRAL,5,0.30,0.000,no_mtf_confirmation,NO
2025-12-16 20:16:25,ETHUSDT,HOLD,0,0.140,-0.014,-5.7,-6.9,NEUTRAL,STRONG_SELL,NORMAL,NEUTRAL,5,0.30,0.000,no_mtf_confirmation,NO
2025-12-16 20:16:25,BNBUSDT,HOLD,0,0.000,-0.001,3.7,-0.3,BEARISH,NEUTRAL,NORMAL,NEUTRAL,5,0.65,0.000,no_mtf_confirmation,NO
2025-12-16 20:16:25,SOLUSDT,HOLD,0,0.091,0.153,-44.8,7.0,BULLISH,STRONG_SELL,NORMAL,NEUTRAL,7,0.30,0.000,no_mtf_confirmation,NO
2025-12-16 20:16:25,ADAUSDT,HOLD,0,0.199,0.099,5.6,-2.0,BULLISH,STRONG_SELL,NORMAL,NEUTRAL,7,0.30,0.000,no_mtf_confirmation,NO
2025-12-16 20:16:26,DOGEUSDT,HOLD,0,0.260,0.279,5.2,15.7,NEUTRAL,STRONG_BUY,NORMAL,NEUTRAL,7,1.00,0.000,no_mtf_confirmation,NO
